Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Turkiye,TUR,2.8351178192925,2.69769585616406,..,..,..,2.58616013593939,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Turkmenistan,TKM,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Turks and Caicos Islands,TCA,31.3661658785354,26.0250538974801,..,..,..,20.763636573626,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Tuvalu,TUV,37.6452195355033,38.4293321557102,..,..,..,39.2678754952485,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Uganda,UGA,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Ukraine,UKR,0.9983044202951,1.0194080895018,..,..,..,1.06733382993239,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,United Arab Emirates,ARE,32.157343151063,29.1962510213329,..,..,..,26.7198219315291,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,United Kingdom,GBR,2.686079581576,2.71336485762352,..,..,..,2.74511866286226,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,United States,USA,2.10139825647919,2.11321774503653,..,..,..,1.98031592664397,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Uruguay,URY,1.91269771278063,2.04404989051192,..,..,..,2.20275964776308,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Uzbekistan,UZB,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Vanuatu,VUT,10.0981857467371,10.1490084034919,..,..,..,10.1121351183602,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Venezuela, RB",VEN,3.80054095361498,3.8272582897462,..,..,..,4.06639772093372,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Vietnam,VNM,30.3569859754537,30.816766207,..,..,..,29.6698131367695,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Virgin Islands (U.S.),VIR,4.74464434858013,4.58590473232085,..,..,..,4.65496559084809,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,West Bank and Gaza,PSE,0.182460926184298,0.189336805660696,..,..,..,0.205186452677127,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,"Yemen, Rep.",YEM,1.72490144164004,1.47184730209951,..,..,..,1.58086369450412,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Zambia,ZMB,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Zimbabwe,ZWE,0,0,..,..,..,0,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Africa Eastern and Southern,AFE,0.6734468428708,0.656594427237178,..,..,..,0.672055096499874,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Africa Western and Central,AFW,3.11354502332043,3.1251471375575,..,..,..,3.11211095348323,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Arab World,ARB,6.19507249599349,6.33917411065965,..,..,..,6.65365674471453,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Caribbean small states,CSS,21.9004357156082,21.5314923361729,..,..,..,21.2780722359107,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Central Europe and the Baltics,CEB,1.2580961411449,1.23449867349884,..,..,..,1.21523645264747,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Early-demographic dividend,EAR,3.45035869973743,3.41216395390475,..,..,..,3.3698048007347,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,East Asia & Pacific,EAS,6.25491289257832,6.69330817664892,..,..,..,7.39459694170581,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,East Asia & Pacific (excluding high income),EAP,5.92850838395685,6.47207008040942,..,..,..,7.31689277941895,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,5.9447513765683,6.49362294419451,..,..,..,7.34726468505024,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Euro area,EMU,5.13145935065752,5.27194689682665,..,..,..,5.40022868589237,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Europe & Central Asia,ECS,2.84951576952674,2.92147020372757,..,..,..,2.99149749894711,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Europe & Central Asia (excluding high income),ECA,1.11249561060357,1.12826511762809,..,..,..,1.14419788711553,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,1.1557595945964,1.16371978562936,..,..,..,1.1750237030544,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,European Union,EUU,4.30001131779683,4.4386504634364,..,..,..,4.61039695826246,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Fragile and conflict affected situations,FCS,1.99498155030985,2.1052416554221,..,..,..,2.11940445314424,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Heavily indebted poor countries (HIPC),HPC,1.64093826278325,1.54731978204888,..,..,..,1.44091603147167,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,High income,HIC,4.55852775849593,4.54654471373244,..,..,..,4.5270995830087,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,IBRD only,IBD,3.85699658619384,4.09880797289741,..,..,..,4.44893384336975,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,IDA & IBRD total,IBT,3.64825961313148,3.78684517796496,..,..,..,3.93747334778449,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,IDA blend,IDB,1.61879609250702,1.65012238037259,..,..,..,1.73061797352704,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,IDA only,IDX,3.38577077509495,3.15671887698448,..,..,..,2.73572316197201,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,IDA total,IDA,2.79185779994288,2.64548499345716,..,..,..,2.39463322807569,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Late-demographic dividend,LTE,4.39363029269212,4.87566165572579,..,..,..,5.6462353027123,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Latin America & Caribbean,LCN,2.10963583342847,2.14077573158998,..,..,..,2.20908997086078,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Latin America & Caribbean (excluding high income),LAC,1.97062123154253,1.99999218878938,..,..,..,2.06394222332318,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,2.03427640936114,2.0754131740076,..,..,..,2.15722202043539,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Least developed countries: UN classification,LDC,3.36252479428345,3.1381614554283,..,..,..,2.71754440335065,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Low & middle income,LMY,3.69172829146086,3.82600818541181,..,..,..,3.96909070043512,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Low income,LIC,1.20408456732037,1.10458523258423,..,..,..,1.00360571978319,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Lower middle income,LMC,4.56041800592251,4.53274256122833,..,..,..,4.39897829611524,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Middle East & North Africa,MEA,5.3633204487854,5.5794108184145,..,..,..,5.99974820527947,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Middle East & North Africa (excluding high income),MNA,5.28950864182749,5.50042787526394,..,..,..,5.7539203511884,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,5.33404115406486,5.55566308340349,..,..,..,5.81729472918028,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Middle income,MIC,3.88279445563828,4.06231516069969,..,..,..,4.29499882088693,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,North America,NAC,2.04408579548615,2.0523274803781,..,..,..,1.92728285942497,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,OECD members,OED,4.15779538465592,4.07052469707983,..,..,..,3.89809101731845,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Other small states,OSS,5.189070654072,5.38574876366305,..,..,..,6.01904705360296,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Pacific island small states,PSS,18.9677944840109,18.8666784662255,..,..,..,18.4193423485788,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Post-demographic dividend,PST,4.46911673738766,4.45779818028952,..,..,..,4.35823554041415,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Pre-demographic dividend,PRE,2.05142021287601,2.04625293772933,..,..,..,2.04440943288316,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Small states,SST,10.0918256799802,9.83468547185276,..,..,..,9.59344207905343,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,South Asia,SAS,2.57139688686366,2.42719127285553,..,..,..,2.25689163101244,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,South Asia (IDA & IBRD),TSA,2.57139688686366,2.42719127285553,..,..,..,2.25689163101244,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sub-Saharan Africa,SSF,1.6498977283072,1.64815998274221,..,..,..,1.66068283659841,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sub-Saharan Africa (excluding high income),SSA,1.64616158117983,1.64482750746352,..,..,..,1.65819848425586,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.6498977283072,1.64815998274221,..,..,..,1.66068283659841,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,Upper middle income,UMC,3.17323404519489,3.52577958237692,..,..,..,4.16009604162221,..,..,..,..,..,..
Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,World,WLD,3.86029539239258,3.95518551514638,..,..,..,4.06080872254714,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Afghanistan,AFG,14.4866718355357,12.2862979661957,11.3452427502371,11.2336594326489,11.1023526258084,11.0315763115403,11.0209556144528,10.9790172199535,10.935191266697,10.8924664317099,10.8321540748374,10.8125390809483
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Algeria,DZA,7.04233399432888,6.95565674066303,6.69587306021114,6.64982992648595,6.60328665242111,6.55569861726255,6.50887871734307,6.46474548446532,6.42436031744408,6.39105837935877,6.36951641854193,6.35873052471018
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Angola,AGO,12.4599975077435,17.2551500659202,23.8617410025261,24.474626192326,25.026808683481,24.9689834451927,24.9202959957188,24.8781407748806,24.8587199917579,24.8650474253427,24.9182628253041,25.0171937713248
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Argentina,ARG,43.4785652658829,42.7350208549732,43.8753602611212,43.7055621842415,43.5459309342739,43.3967164863294,43.2579876361677,43.1279998000218,43.0081024392632,42.9040289361208,42.8201985231957,42.7588032477727
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Armenia,ARM,33.0243531703153,35.0731555365071,36.449126601819,36.7157409306245,36.9649437875658,37.2148565532838,37.4858287375233,37.774477080903,38.0857497311001,38.4075101698148,38.7179891132332,39.0251216958668
